"Theta_Rows","R_Rows"
"solcap_snp_c2_25653","solcap_snp_c2_25653"
"solcap_snp_c2_25654","solcap_snp_c2_25654"
"solcap_snp_c2_25662","solcap_snp_c2_25662"
"solcap_snp_c2_2571","solcap_snp_c2_2571"
"solcap_snp_c2_25746","solcap_snp_c2_25746"
"solcap_snp_c2_25753","solcap_snp_c2_25753"
"solcap_snp_c2_25766","solcap_snp_c2_25766"
"solcap_snp_c2_25793","solcap_snp_c2_25793"
"solcap_snp_c2_2582","solcap_snp_c2_2582"
"solcap_snp_c2_25891","solcap_snp_c2_25891"
"solcap_snp_c2_25892","solcap_snp_c2_25892"
"solcap_snp_c2_25896","solcap_snp_c2_25896"
"solcap_snp_c2_25897","solcap_snp_c2_25897"
"solcap_snp_c2_2591","solcap_snp_c2_2591"
"solcap_snp_c2_25925","solcap_snp_c2_25925"
"solcap_snp_c2_25926","solcap_snp_c2_25926"
"solcap_snp_c2_25929","solcap_snp_c2_25929"
"solcap_snp_c2_25947","solcap_snp_c2_25947"
"solcap_snp_c2_25959","solcap_snp_c2_25959"
"solcap_snp_c2_26003","solcap_snp_c2_26003"
"solcap_snp_c2_26004","solcap_snp_c2_26004"
"solcap_snp_c2_26005","solcap_snp_c2_26005"
"solcap_snp_c2_26006","solcap_snp_c2_26006"
"solcap_snp_c2_26007","solcap_snp_c2_26007"
"solcap_snp_c2_26008","solcap_snp_c2_26008"
"solcap_snp_c2_26009","solcap_snp_c2_26009"
"solcap_snp_c2_26010","solcap_snp_c2_26010"
"solcap_snp_c2_26011","solcap_snp_c2_26011"
"solcap_snp_c2_26012","solcap_snp_c2_26012"
"solcap_snp_c2_26013","solcap_snp_c2_26013"
"solcap_snp_c2_26014","solcap_snp_c2_26014"
"solcap_snp_c2_26015","solcap_snp_c2_26015"
"solcap_snp_c2_26040","solcap_snp_c2_26040"
"solcap_snp_c2_26041","solcap_snp_c2_26041"
"solcap_snp_c2_26124","solcap_snp_c2_26124"
"solcap_snp_c2_26145","solcap_snp_c2_26145"
"solcap_snp_c2_26154","solcap_snp_c2_26154"
"solcap_snp_c2_26162","solcap_snp_c2_26162"
"solcap_snp_c2_26165","solcap_snp_c2_26165"
"solcap_snp_c2_26166","solcap_snp_c2_26166"
"solcap_snp_c2_26167","solcap_snp_c2_26167"
"solcap_snp_c2_26169","solcap_snp_c2_26169"
"solcap_snp_c2_26182","solcap_snp_c2_26182"
"solcap_snp_c2_26197","solcap_snp_c2_26197"
"solcap_snp_c2_26200","solcap_snp_c2_26200"
"solcap_snp_c2_26210","solcap_snp_c2_26210"
"solcap_snp_c2_26211","solcap_snp_c2_26211"
"solcap_snp_c2_26238","solcap_snp_c2_26238"
"solcap_snp_c2_26239","solcap_snp_c2_26239"
"solcap_snp_c2_26246","solcap_snp_c2_26246"
"solcap_snp_c2_26296","solcap_snp_c2_26296"
"solcap_snp_c2_26320","solcap_snp_c2_26320"
"solcap_snp_c2_26369","solcap_snp_c2_26369"
"solcap_snp_c2_26375","solcap_snp_c2_26375"
"solcap_snp_c2_26376","solcap_snp_c2_26376"
"solcap_snp_c2_26382","solcap_snp_c2_26382"
"solcap_snp_c2_26398","solcap_snp_c2_26398"
"solcap_snp_c2_26402","solcap_snp_c2_26402"
"solcap_snp_c2_26403","solcap_snp_c2_26403"
"solcap_snp_c2_26408","solcap_snp_c2_26408"
"solcap_snp_c2_26417","solcap_snp_c2_26417"
"solcap_snp_c2_26426","solcap_snp_c2_26426"
"solcap_snp_c2_26454","solcap_snp_c2_26454"
"solcap_snp_c2_26466","solcap_snp_c2_26466"
"solcap_snp_c2_2649","solcap_snp_c2_2649"
"solcap_snp_c2_26498","solcap_snp_c2_26498"
"solcap_snp_c2_26499","solcap_snp_c2_26499"
"solcap_snp_c2_26500","solcap_snp_c2_26500"
"solcap_snp_c2_26501","solcap_snp_c2_26501"
"solcap_snp_c2_26504","solcap_snp_c2_26504"
"solcap_snp_c2_26509","solcap_snp_c2_26509"
"solcap_snp_c2_26515","solcap_snp_c2_26515"
"solcap_snp_c2_26516","solcap_snp_c2_26516"
"solcap_snp_c2_26517","solcap_snp_c2_26517"
"solcap_snp_c2_2653","solcap_snp_c2_2653"
"solcap_snp_c2_26647","solcap_snp_c2_26647"
"solcap_snp_c2_26648","solcap_snp_c2_26648"
"solcap_snp_c2_26649","solcap_snp_c2_26649"
"solcap_snp_c2_26653","solcap_snp_c2_26653"
"solcap_snp_c2_26654","solcap_snp_c2_26654"
"solcap_snp_c2_26655","solcap_snp_c2_26655"
"solcap_snp_c2_26657","solcap_snp_c2_26657"
"solcap_snp_c2_26662","solcap_snp_c2_26662"
"solcap_snp_c2_26675","solcap_snp_c2_26675"
"solcap_snp_c2_26681","solcap_snp_c2_26681"
"solcap_snp_c2_26688","solcap_snp_c2_26688"
"solcap_snp_c2_26712","solcap_snp_c2_26712"
"solcap_snp_c2_26713","solcap_snp_c2_26713"
"solcap_snp_c2_26731","solcap_snp_c2_26731"
"solcap_snp_c2_26740","solcap_snp_c2_26740"
"solcap_snp_c2_26741","solcap_snp_c2_26741"
"solcap_snp_c2_26742","solcap_snp_c2_26742"
"solcap_snp_c2_26743","solcap_snp_c2_26743"
"solcap_snp_c2_26744","solcap_snp_c2_26744"
"solcap_snp_c2_26747","solcap_snp_c2_26747"
"solcap_snp_c2_26757","solcap_snp_c2_26757"
"solcap_snp_c2_26758","solcap_snp_c2_26758"
"solcap_snp_c2_26771","solcap_snp_c2_26771"
"solcap_snp_c2_26773","solcap_snp_c2_26773"
"solcap_snp_c2_26790","solcap_snp_c2_26790"
"solcap_snp_c2_26791","solcap_snp_c2_26791"
"solcap_snp_c2_26792","solcap_snp_c2_26792"
"solcap_snp_c2_26793","solcap_snp_c2_26793"
"solcap_snp_c2_26794","solcap_snp_c2_26794"
"solcap_snp_c2_26795","solcap_snp_c2_26795"
"solcap_snp_c2_26796","solcap_snp_c2_26796"
"solcap_snp_c2_26797","solcap_snp_c2_26797"
"solcap_snp_c2_26799","solcap_snp_c2_26799"
"solcap_snp_c2_26800","solcap_snp_c2_26800"
"solcap_snp_c2_26801","solcap_snp_c2_26801"
"solcap_snp_c2_26802","solcap_snp_c2_26802"
"solcap_snp_c2_26811","solcap_snp_c2_26811"
"solcap_snp_c2_26812","solcap_snp_c2_26812"
"solcap_snp_c2_26813","solcap_snp_c2_26813"
"solcap_snp_c2_26814","solcap_snp_c2_26814"
"solcap_snp_c2_26826","solcap_snp_c2_26826"
"solcap_snp_c2_26828","solcap_snp_c2_26828"
"solcap_snp_c2_26829","solcap_snp_c2_26829"
"solcap_snp_c2_26830","solcap_snp_c2_26830"
"solcap_snp_c2_26831","solcap_snp_c2_26831"
"solcap_snp_c2_26832","solcap_snp_c2_26832"
"solcap_snp_c2_26842","solcap_snp_c2_26842"
"solcap_snp_c2_26843","solcap_snp_c2_26843"
"solcap_snp_c2_26844","solcap_snp_c2_26844"
"solcap_snp_c2_26845","solcap_snp_c2_26845"
"solcap_snp_c2_26858","solcap_snp_c2_26858"
"solcap_snp_c2_26884","solcap_snp_c2_26884"
"solcap_snp_c2_26893","solcap_snp_c2_26893"
"solcap_snp_c2_26917","solcap_snp_c2_26917"
"solcap_snp_c2_26919","solcap_snp_c2_26919"
"solcap_snp_c2_26935","solcap_snp_c2_26935"
"solcap_snp_c2_26936","solcap_snp_c2_26936"
"solcap_snp_c2_26938","solcap_snp_c2_26938"
"solcap_snp_c2_26945","solcap_snp_c2_26945"
"solcap_snp_c2_26948","solcap_snp_c2_26948"
"solcap_snp_c2_26965","solcap_snp_c2_26965"
"solcap_snp_c2_26979","solcap_snp_c2_26979"
"solcap_snp_c2_27003","solcap_snp_c2_27003"
"solcap_snp_c2_27048","solcap_snp_c2_27048"
"solcap_snp_c2_27054","solcap_snp_c2_27054"
"solcap_snp_c2_27198","solcap_snp_c2_27198"
"solcap_snp_c2_2721","solcap_snp_c2_2721"
"solcap_snp_c2_27216","solcap_snp_c2_27216"
"solcap_snp_c2_27218","solcap_snp_c2_27218"
"solcap_snp_c2_27268","solcap_snp_c2_27268"
"solcap_snp_c2_27269","solcap_snp_c2_27269"
"solcap_snp_c2_27270","solcap_snp_c2_27270"
"solcap_snp_c2_27271","solcap_snp_c2_27271"
"solcap_snp_c2_2729","solcap_snp_c2_2729"
"solcap_snp_c2_27372","solcap_snp_c2_27372"
"solcap_snp_c2_27379","solcap_snp_c2_27379"
"solcap_snp_c2_27387","solcap_snp_c2_27387"
"solcap_snp_c2_2739","solcap_snp_c2_2739"
"solcap_snp_c2_27390","solcap_snp_c2_27390"
"solcap_snp_c2_27396","solcap_snp_c2_27396"
"solcap_snp_c2_27397","solcap_snp_c2_27397"
"solcap_snp_c2_27398","solcap_snp_c2_27398"
"solcap_snp_c2_27405","solcap_snp_c2_27405"
"solcap_snp_c2_27414","solcap_snp_c2_27414"
"solcap_snp_c2_2743","solcap_snp_c2_2743"
"solcap_snp_c2_27433","solcap_snp_c2_27433"
"solcap_snp_c2_27437","solcap_snp_c2_27437"
"solcap_snp_c2_27438","solcap_snp_c2_27438"
"solcap_snp_c2_27439","solcap_snp_c2_27439"
"solcap_snp_c2_2744","solcap_snp_c2_2744"
"solcap_snp_c2_2745","solcap_snp_c2_2745"
"solcap_snp_c2_27452","solcap_snp_c2_27452"
"solcap_snp_c2_2746","solcap_snp_c2_2746"
"solcap_snp_c2_2747","solcap_snp_c2_2747"
"solcap_snp_c2_27473","solcap_snp_c2_27473"
"solcap_snp_c2_2748","solcap_snp_c2_2748"
"solcap_snp_c2_27485","solcap_snp_c2_27485"
"solcap_snp_c2_2753","solcap_snp_c2_2753"
"solcap_snp_c2_2754","solcap_snp_c2_2754"
"solcap_snp_c2_27556","solcap_snp_c2_27556"
"solcap_snp_c2_27559","solcap_snp_c2_27559"
"solcap_snp_c2_27561","solcap_snp_c2_27561"
"solcap_snp_c2_27563","solcap_snp_c2_27563"
"solcap_snp_c2_27564","solcap_snp_c2_27564"
"solcap_snp_c2_27565","solcap_snp_c2_27565"
"solcap_snp_c2_2757","solcap_snp_c2_2757"
"solcap_snp_c2_27570","solcap_snp_c2_27570"
"solcap_snp_c2_27571","solcap_snp_c2_27571"
"solcap_snp_c2_27574","solcap_snp_c2_27574"
"solcap_snp_c2_27591","solcap_snp_c2_27591"
"solcap_snp_c2_27606","solcap_snp_c2_27606"
"solcap_snp_c2_27607","solcap_snp_c2_27607"
"solcap_snp_c2_27620","solcap_snp_c2_27620"
"solcap_snp_c2_27635","solcap_snp_c2_27635"
"solcap_snp_c2_27643","solcap_snp_c2_27643"
"solcap_snp_c2_27644","solcap_snp_c2_27644"
"solcap_snp_c2_27648","solcap_snp_c2_27648"
"solcap_snp_c2_27650","solcap_snp_c2_27650"
"solcap_snp_c2_27652","solcap_snp_c2_27652"
"solcap_snp_c2_27658","solcap_snp_c2_27658"
"solcap_snp_c2_27666","solcap_snp_c2_27666"
"solcap_snp_c2_27673","solcap_snp_c2_27673"
"solcap_snp_c2_27677","solcap_snp_c2_27677"
"solcap_snp_c2_27680","solcap_snp_c2_27680"
"solcap_snp_c2_27681","solcap_snp_c2_27681"
"solcap_snp_c2_27682","solcap_snp_c2_27682"
"solcap_snp_c2_27683","solcap_snp_c2_27683"
"solcap_snp_c2_27692","solcap_snp_c2_27692"
"solcap_snp_c2_27699","solcap_snp_c2_27699"
"solcap_snp_c2_27705","solcap_snp_c2_27705"
"solcap_snp_c2_27715","solcap_snp_c2_27715"
"solcap_snp_c2_27716","solcap_snp_c2_27716"
"solcap_snp_c2_27719","solcap_snp_c2_27719"
"solcap_snp_c2_27751","solcap_snp_c2_27751"
"solcap_snp_c2_27755","solcap_snp_c2_27755"
"solcap_snp_c2_27756","solcap_snp_c2_27756"
"solcap_snp_c2_27757","solcap_snp_c2_27757"
"solcap_snp_c2_27761","solcap_snp_c2_27761"
"solcap_snp_c2_27762","solcap_snp_c2_27762"
"solcap_snp_c2_27763","solcap_snp_c2_27763"
"solcap_snp_c2_27764","solcap_snp_c2_27764"
"solcap_snp_c2_27765","solcap_snp_c2_27765"
"solcap_snp_c2_27771","solcap_snp_c2_27771"
"solcap_snp_c2_27773","solcap_snp_c2_27773"
"solcap_snp_c2_27779","solcap_snp_c2_27779"
"solcap_snp_c2_27780","solcap_snp_c2_27780"
"solcap_snp_c2_27788","solcap_snp_c2_27788"
"solcap_snp_c2_27795","solcap_snp_c2_27795"
"solcap_snp_c2_2780","solcap_snp_c2_2780"
"solcap_snp_c2_27806","solcap_snp_c2_27806"
"solcap_snp_c2_27807","solcap_snp_c2_27807"
"solcap_snp_c2_27808","solcap_snp_c2_27808"
"solcap_snp_c2_27821","solcap_snp_c2_27821"
"solcap_snp_c2_27827","solcap_snp_c2_27827"
"solcap_snp_c2_27829","solcap_snp_c2_27829"
"solcap_snp_c2_2783","solcap_snp_c2_2783"
"solcap_snp_c2_27831","solcap_snp_c2_27831"
"solcap_snp_c2_27860","solcap_snp_c2_27860"
"solcap_snp_c2_27861","solcap_snp_c2_27861"
"solcap_snp_c2_27862","solcap_snp_c2_27862"
"solcap_snp_c2_27863","solcap_snp_c2_27863"
"solcap_snp_c2_27866","solcap_snp_c2_27866"
"solcap_snp_c2_27867","solcap_snp_c2_27867"
"solcap_snp_c2_27874","solcap_snp_c2_27874"
"solcap_snp_c2_27876","solcap_snp_c2_27876"
"solcap_snp_c2_27877","solcap_snp_c2_27877"
"solcap_snp_c2_27878","solcap_snp_c2_27878"
"solcap_snp_c2_27879","solcap_snp_c2_27879"
"solcap_snp_c2_27880","solcap_snp_c2_27880"
"solcap_snp_c2_27881","solcap_snp_c2_27881"
"solcap_snp_c2_27882","solcap_snp_c2_27882"
"solcap_snp_c2_27883","solcap_snp_c2_27883"
"solcap_snp_c2_27884","solcap_snp_c2_27884"
"solcap_snp_c2_27885","solcap_snp_c2_27885"
"solcap_snp_c2_27887","solcap_snp_c2_27887"
"solcap_snp_c2_27893","solcap_snp_c2_27893"
"solcap_snp_c2_27894","solcap_snp_c2_27894"
"solcap_snp_c2_27899","solcap_snp_c2_27899"
"solcap_snp_c2_27900","solcap_snp_c2_27900"
"solcap_snp_c2_27903","solcap_snp_c2_27903"
"solcap_snp_c2_27918","solcap_snp_c2_27918"
"solcap_snp_c2_27921","solcap_snp_c2_27921"
"solcap_snp_c2_27926","solcap_snp_c2_27926"
"solcap_snp_c2_27928","solcap_snp_c2_27928"
"solcap_snp_c2_27929","solcap_snp_c2_27929"
"solcap_snp_c2_27930","solcap_snp_c2_27930"
"solcap_snp_c2_27931","solcap_snp_c2_27931"
"solcap_snp_c2_27959","solcap_snp_c2_27959"
"solcap_snp_c2_27960","solcap_snp_c2_27960"
"solcap_snp_c2_27961","solcap_snp_c2_27961"
"solcap_snp_c2_27962","solcap_snp_c2_27962"
"solcap_snp_c2_27963","solcap_snp_c2_27963"
"solcap_snp_c2_27970","solcap_snp_c2_27970"
"solcap_snp_c2_27992","solcap_snp_c2_27992"
"solcap_snp_c2_27993","solcap_snp_c2_27993"
"solcap_snp_c2_27994","solcap_snp_c2_27994"
"solcap_snp_c2_28006","solcap_snp_c2_28006"
"solcap_snp_c2_28007","solcap_snp_c2_28007"
"solcap_snp_c2_28008","solcap_snp_c2_28008"
"solcap_snp_c2_28009","solcap_snp_c2_28009"
"solcap_snp_c2_28011","solcap_snp_c2_28011"
"solcap_snp_c2_28012","solcap_snp_c2_28012"
"solcap_snp_c2_28013","solcap_snp_c2_28013"
"solcap_snp_c2_28035","solcap_snp_c2_28035"
"solcap_snp_c2_28107","solcap_snp_c2_28107"
"solcap_snp_c2_28167","solcap_snp_c2_28167"
"solcap_snp_c2_28171","solcap_snp_c2_28171"
"solcap_snp_c2_28174","solcap_snp_c2_28174"
"solcap_snp_c2_28176","solcap_snp_c2_28176"
"solcap_snp_c2_28186","solcap_snp_c2_28186"
"solcap_snp_c2_28195","solcap_snp_c2_28195"
"solcap_snp_c2_28212","solcap_snp_c2_28212"
"solcap_snp_c2_28217","solcap_snp_c2_28217"
"solcap_snp_c2_28222","solcap_snp_c2_28222"
"solcap_snp_c2_28223","solcap_snp_c2_28223"
"solcap_snp_c2_28224","solcap_snp_c2_28224"
"solcap_snp_c2_28226","solcap_snp_c2_28226"
"solcap_snp_c2_28227","solcap_snp_c2_28227"
"solcap_snp_c2_28228","solcap_snp_c2_28228"
"solcap_snp_c2_2826","solcap_snp_c2_2826"
"solcap_snp_c2_28277","solcap_snp_c2_28277"
"solcap_snp_c2_28283","solcap_snp_c2_28283"
"solcap_snp_c2_28309","solcap_snp_c2_28309"
"solcap_snp_c2_28310","solcap_snp_c2_28310"
"solcap_snp_c2_2837","solcap_snp_c2_2837"
"solcap_snp_c2_2840","solcap_snp_c2_2840"
"solcap_snp_c2_2842","solcap_snp_c2_2842"
"solcap_snp_c2_28433","solcap_snp_c2_28433"
"solcap_snp_c2_28474","solcap_snp_c2_28474"
"solcap_snp_c2_28475","solcap_snp_c2_28475"
"solcap_snp_c2_28476","solcap_snp_c2_28476"
"solcap_snp_c2_28478","solcap_snp_c2_28478"
"solcap_snp_c2_28479","solcap_snp_c2_28479"
"solcap_snp_c2_28480","solcap_snp_c2_28480"
"solcap_snp_c2_28481","solcap_snp_c2_28481"
"solcap_snp_c2_28482","solcap_snp_c2_28482"
"solcap_snp_c2_28483","solcap_snp_c2_28483"
"solcap_snp_c2_2850","solcap_snp_c2_2850"
"solcap_snp_c2_28508","solcap_snp_c2_28508"
"solcap_snp_c2_28519","solcap_snp_c2_28519"
"solcap_snp_c2_28521","solcap_snp_c2_28521"
"solcap_snp_c2_28522","solcap_snp_c2_28522"
"solcap_snp_c2_28531","solcap_snp_c2_28531"
"solcap_snp_c2_28548","solcap_snp_c2_28548"
"solcap_snp_c2_2855","solcap_snp_c2_2855"
"solcap_snp_c2_28550","solcap_snp_c2_28550"
"solcap_snp_c2_28555","solcap_snp_c2_28555"
"solcap_snp_c2_2856","solcap_snp_c2_2856"
"solcap_snp_c2_28568","solcap_snp_c2_28568"
"solcap_snp_c2_2858","solcap_snp_c2_2858"
"solcap_snp_c2_28580","solcap_snp_c2_28580"
"solcap_snp_c2_28588","solcap_snp_c2_28588"
"solcap_snp_c2_28598","solcap_snp_c2_28598"
"solcap_snp_c2_28599","solcap_snp_c2_28599"
"solcap_snp_c2_28600","solcap_snp_c2_28600"
"solcap_snp_c2_28602","solcap_snp_c2_28602"
"solcap_snp_c2_28608","solcap_snp_c2_28608"
"solcap_snp_c2_28632","solcap_snp_c2_28632"
"solcap_snp_c2_28633","solcap_snp_c2_28633"
"solcap_snp_c2_28634","solcap_snp_c2_28634"
"solcap_snp_c2_28635","solcap_snp_c2_28635"
"solcap_snp_c2_28636","solcap_snp_c2_28636"
"solcap_snp_c2_28637","solcap_snp_c2_28637"
"solcap_snp_c2_28641","solcap_snp_c2_28641"
"solcap_snp_c2_28656","solcap_snp_c2_28656"
"solcap_snp_c2_28665","solcap_snp_c2_28665"
"solcap_snp_c2_28666","solcap_snp_c2_28666"
"solcap_snp_c2_2868","solcap_snp_c2_2868"
"solcap_snp_c2_28697","solcap_snp_c2_28697"
"solcap_snp_c2_2871","solcap_snp_c2_2871"
"solcap_snp_c2_28725","solcap_snp_c2_28725"
"solcap_snp_c2_2873","solcap_snp_c2_2873"
"solcap_snp_c2_2874","solcap_snp_c2_2874"
"solcap_snp_c2_28740","solcap_snp_c2_28740"
"solcap_snp_c2_28761","solcap_snp_c2_28761"
"solcap_snp_c2_28789","solcap_snp_c2_28789"
"solcap_snp_c2_28845","solcap_snp_c2_28845"
"solcap_snp_c2_28846","solcap_snp_c2_28846"
"solcap_snp_c2_28847","solcap_snp_c2_28847"
"solcap_snp_c2_28848","solcap_snp_c2_28848"
"solcap_snp_c2_28849","solcap_snp_c2_28849"
"solcap_snp_c2_28850","solcap_snp_c2_28850"
"solcap_snp_c2_28851","solcap_snp_c2_28851"
"solcap_snp_c2_28852","solcap_snp_c2_28852"
"solcap_snp_c2_28853","solcap_snp_c2_28853"
"solcap_snp_c2_28854","solcap_snp_c2_28854"
"solcap_snp_c2_28855","solcap_snp_c2_28855"
"solcap_snp_c2_28875","solcap_snp_c2_28875"
"solcap_snp_c2_28903","solcap_snp_c2_28903"
"solcap_snp_c2_2896","solcap_snp_c2_2896"
"solcap_snp_c2_28984","solcap_snp_c2_28984"
"solcap_snp_c2_29015","solcap_snp_c2_29015"
"solcap_snp_c2_29020","solcap_snp_c2_29020"
"solcap_snp_c2_29022","solcap_snp_c2_29022"
"solcap_snp_c2_29025","solcap_snp_c2_29025"
"solcap_snp_c2_29027","solcap_snp_c2_29027"
"solcap_snp_c2_29043","solcap_snp_c2_29043"
"solcap_snp_c2_29044","solcap_snp_c2_29044"
"solcap_snp_c2_29045","solcap_snp_c2_29045"
"solcap_snp_c2_29046","solcap_snp_c2_29046"
"solcap_snp_c2_29047","solcap_snp_c2_29047"
"solcap_snp_c2_29071","solcap_snp_c2_29071"
"solcap_snp_c2_29082","solcap_snp_c2_29082"
"solcap_snp_c2_29083","solcap_snp_c2_29083"
"solcap_snp_c2_29084","solcap_snp_c2_29084"
"solcap_snp_c2_29087","solcap_snp_c2_29087"
"solcap_snp_c2_29088","solcap_snp_c2_29088"
"solcap_snp_c2_29089","solcap_snp_c2_29089"
"solcap_snp_c2_29090","solcap_snp_c2_29090"
"solcap_snp_c2_29091","solcap_snp_c2_29091"
"solcap_snp_c2_29096","solcap_snp_c2_29096"
"solcap_snp_c2_29112","solcap_snp_c2_29112"
"solcap_snp_c2_29113","solcap_snp_c2_29113"
"solcap_snp_c2_29129","solcap_snp_c2_29129"
"solcap_snp_c2_29141","solcap_snp_c2_29141"
"solcap_snp_c2_29148","solcap_snp_c2_29148"
"solcap_snp_c2_2916","solcap_snp_c2_2916"
"solcap_snp_c2_29165","solcap_snp_c2_29165"
"solcap_snp_c2_29169","solcap_snp_c2_29169"
"solcap_snp_c2_29186","solcap_snp_c2_29186"
"solcap_snp_c2_29187","solcap_snp_c2_29187"
"solcap_snp_c2_29204","solcap_snp_c2_29204"
"solcap_snp_c2_29205","solcap_snp_c2_29205"
"solcap_snp_c2_29216","solcap_snp_c2_29216"
"solcap_snp_c2_29253","solcap_snp_c2_29253"
"solcap_snp_c2_29261","solcap_snp_c2_29261"
"solcap_snp_c2_29268","solcap_snp_c2_29268"
"solcap_snp_c2_2927","solcap_snp_c2_2927"
"solcap_snp_c2_29276","solcap_snp_c2_29276"
"solcap_snp_c2_29280","solcap_snp_c2_29280"
"solcap_snp_c2_29282","solcap_snp_c2_29282"
"solcap_snp_c2_29283","solcap_snp_c2_29283"
"solcap_snp_c2_29284","solcap_snp_c2_29284"
"solcap_snp_c2_29286","solcap_snp_c2_29286"
"solcap_snp_c2_29293","solcap_snp_c2_29293"
"solcap_snp_c2_29304","solcap_snp_c2_29304"
"solcap_snp_c2_29310","solcap_snp_c2_29310"
"solcap_snp_c2_29317","solcap_snp_c2_29317"
"solcap_snp_c2_29319","solcap_snp_c2_29319"
"solcap_snp_c2_29342","solcap_snp_c2_29342"
"solcap_snp_c2_29344","solcap_snp_c2_29344"
"solcap_snp_c2_29386","solcap_snp_c2_29386"
"solcap_snp_c2_29415","solcap_snp_c2_29415"
"solcap_snp_c2_2943","solcap_snp_c2_2943"
"solcap_snp_c2_29434","solcap_snp_c2_29434"
"solcap_snp_c2_29435","solcap_snp_c2_29435"
"solcap_snp_c2_29436","solcap_snp_c2_29436"
"solcap_snp_c2_29438","solcap_snp_c2_29438"
"solcap_snp_c2_29441","solcap_snp_c2_29441"
"solcap_snp_c2_29446","solcap_snp_c2_29446"
"solcap_snp_c2_29450","solcap_snp_c2_29450"
"solcap_snp_c2_29451","solcap_snp_c2_29451"
"solcap_snp_c2_2946","solcap_snp_c2_2946"
"solcap_snp_c2_29468","solcap_snp_c2_29468"
"solcap_snp_c2_29478","solcap_snp_c2_29478"
"solcap_snp_c2_29494","solcap_snp_c2_29494"
"solcap_snp_c2_29495","solcap_snp_c2_29495"
"solcap_snp_c2_29496","solcap_snp_c2_29496"
"solcap_snp_c2_29498","solcap_snp_c2_29498"
"solcap_snp_c2_29513","solcap_snp_c2_29513"
"solcap_snp_c2_29534","solcap_snp_c2_29534"
"solcap_snp_c2_2957","solcap_snp_c2_2957"
"solcap_snp_c2_2960","solcap_snp_c2_2960"
"solcap_snp_c2_29628","solcap_snp_c2_29628"
"solcap_snp_c2_29639","solcap_snp_c2_29639"
"solcap_snp_c2_29640","solcap_snp_c2_29640"
"solcap_snp_c2_29641","solcap_snp_c2_29641"
"solcap_snp_c2_29642","solcap_snp_c2_29642"
"solcap_snp_c2_29643","solcap_snp_c2_29643"
"solcap_snp_c2_29644","solcap_snp_c2_29644"
"solcap_snp_c2_29645","solcap_snp_c2_29645"
"solcap_snp_c2_29646","solcap_snp_c2_29646"
"solcap_snp_c2_29669","solcap_snp_c2_29669"
"solcap_snp_c2_29678","solcap_snp_c2_29678"
"solcap_snp_c2_2968","solcap_snp_c2_2968"
"solcap_snp_c2_29739","solcap_snp_c2_29739"
"solcap_snp_c2_29740","solcap_snp_c2_29740"
"solcap_snp_c2_29741","solcap_snp_c2_29741"
"solcap_snp_c2_29742","solcap_snp_c2_29742"
"solcap_snp_c2_29743","solcap_snp_c2_29743"
"solcap_snp_c2_29744","solcap_snp_c2_29744"
"solcap_snp_c2_29745","solcap_snp_c2_29745"
"solcap_snp_c2_29746","solcap_snp_c2_29746"
"solcap_snp_c2_29767","solcap_snp_c2_29767"
"solcap_snp_c2_2977","solcap_snp_c2_2977"
"solcap_snp_c2_29820","solcap_snp_c2_29820"
"solcap_snp_c2_29823","solcap_snp_c2_29823"
"solcap_snp_c2_29825","solcap_snp_c2_29825"
"solcap_snp_c2_29827","solcap_snp_c2_29827"
"solcap_snp_c2_29828","solcap_snp_c2_29828"
"solcap_snp_c2_29829","solcap_snp_c2_29829"
"solcap_snp_c2_29830","solcap_snp_c2_29830"
"solcap_snp_c2_29833","solcap_snp_c2_29833"
"solcap_snp_c2_29850","solcap_snp_c2_29850"
"solcap_snp_c2_29851","solcap_snp_c2_29851"
"solcap_snp_c2_29855","solcap_snp_c2_29855"
"solcap_snp_c2_29872","solcap_snp_c2_29872"
"solcap_snp_c2_29919","solcap_snp_c2_29919"
"solcap_snp_c2_2992","solcap_snp_c2_2992"
"solcap_snp_c2_29945","solcap_snp_c2_29945"
"solcap_snp_c2_2998","solcap_snp_c2_2998"
"solcap_snp_c2_29981","solcap_snp_c2_29981"
"solcap_snp_c2_30008","solcap_snp_c2_30008"
"solcap_snp_c2_30037","solcap_snp_c2_30037"
"solcap_snp_c2_30052","solcap_snp_c2_30052"
"solcap_snp_c2_30053","solcap_snp_c2_30053"
"solcap_snp_c2_30054","solcap_snp_c2_30054"
"solcap_snp_c2_30059","solcap_snp_c2_30059"
"solcap_snp_c2_30066","solcap_snp_c2_30066"
"solcap_snp_c2_30067","solcap_snp_c2_30067"
"solcap_snp_c2_3007","solcap_snp_c2_3007"
"solcap_snp_c2_30073","solcap_snp_c2_30073"
"solcap_snp_c2_3010","solcap_snp_c2_3010"
"solcap_snp_c2_30104","solcap_snp_c2_30104"
"solcap_snp_c2_3011","solcap_snp_c2_3011"
"solcap_snp_c2_30156","solcap_snp_c2_30156"
"solcap_snp_c2_30157","solcap_snp_c2_30157"
"solcap_snp_c2_30158","solcap_snp_c2_30158"
"solcap_snp_c2_30159","solcap_snp_c2_30159"
"solcap_snp_c2_30160","solcap_snp_c2_30160"
"solcap_snp_c2_30161","solcap_snp_c2_30161"
"solcap_snp_c2_30162","solcap_snp_c2_30162"
"solcap_snp_c2_30164","solcap_snp_c2_30164"
"solcap_snp_c2_30171","solcap_snp_c2_30171"
