"","BASE","GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
"328","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_28228",7,52565452,0.889177965191496,0.051011,4.294025,FALSE,77,0,0.605
"329","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_41541",2,30008536,0.890367771274785,0.050431,4.294025,FALSE,77,0,0.605
"330","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_26296",7,2496733,0.891266071895638,0.049993,4.294025,FALSE,77,0,0.605
"331","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_16406",11,39387477,0.892523944581704,0.04938,4.294025,FALSE,77,0,0.605
"332","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_34017",4,67147687,0.892556521411416,0.049364,4.294025,FALSE,77,0,0.605
"333","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_16718",4,47529897,0.898150723987389,0.046651,4.294025,FALSE,77,0,0.605
"334","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11391",4,58844620,0.898155510794847,0.046648,4.294025,FALSE,77,0,0.605
"335","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54589",13,39879940,0.902264645489753,0.044666,4.294025,FALSE,77,0,0.605
"336","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_164",3,58031464,0.90303990640536,0.044293,4.294025,FALSE,77,0,0.605
"337","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_28580",8,50583825,0.903197211292733,0.044217,4.294025,FALSE,77,0,0.605
"338","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_1923",12,1556494,0.90549717035552,0.043113,4.294025,FALSE,77,0,0.605
"339","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_52887",4,55044845,0.906483493727388,0.04264,4.294025,FALSE,77,0,0.605
"340","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_19135",8,54844010,0.906639818663486,0.042565,4.294025,FALSE,77,0,0.605
"341","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7430",2,28963745,0.908071854404202,0.04188,4.294025,FALSE,77,0,0.605
"342","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_37472",4,59695907,0.90984113602719,0.041034,4.294025,FALSE,77,0,0.605
"343","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_20333",3,47886232,0.911021515467639,0.040471,4.294025,FALSE,77,0,0.605
"344","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14639",9,56854898,0.922512806833598,0.035028,4.294025,FALSE,77,0,0.605
"345","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_38552",2,45126722,0.924508035516955,0.034089,4.294025,FALSE,77,0,0.605
"346","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_52070",5,1913182,0.93164084182836,0.030751,4.294025,FALSE,77,0,0.605
"347","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12797",9,54103901,0.939448362704966,0.027127,4.294025,FALSE,77,0,0.605
"348","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27271",2,42001715,0.942357050410065,0.025785,4.294025,FALSE,77,0,0.605
"349","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_17539",1,71416070,0.942981326319615,0.025497,4.294025,FALSE,77,0,0.605
"350","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_48687",12,11869192,0.943261781136063,0.025368,4.294025,FALSE,77,0,0.605
"351","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6556",9,63031605,0.947301034047433,0.023512,4.294025,FALSE,77,0,0.605
"352","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_3867",1,72337680,0.949025362486457,0.022722,4.294025,FALSE,77,0,0.605
"353","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_30296",12,39466807,0.949178373658998,0.022652,4.294025,FALSE,77,0,0.605
"354","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_216",9,36014044,0.951946792948984,0.021387,4.294025,FALSE,77,0,0.605
"355","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_53250",6,2343721,0.955801682041408,0.019632,4.294025,FALSE,77,0,0.605
"356","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11935",7,6096223,0.95717578035009,0.019008,4.294025,FALSE,77,0,0.605
"357","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_3146",6,5211425,0.960927121794191,0.01731,4.294025,FALSE,77,0,0.605
"358","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11458",2,45124973,0.963736743875099,0.016042,4.294025,FALSE,77,0,0.605
"359","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_41396",10,46825111,0.96646271638386,0.014815,4.294025,FALSE,77,0,0.605
"360","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_33422",8,43959543,0.966966166304027,0.014589,4.294025,FALSE,77,0,0.605
"361","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_24536",12,59370389,0.968621118964335,0.013846,4.294025,FALSE,77,0,0.605
"362","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_12789",9,52720097,0.969100031947921,0.013631,4.294025,FALSE,77,0,0.605
"363","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_1323",11,41159413,0.970376382210032,0.01306,4.294025,FALSE,77,0,0.605
"364","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_4165",9,3915451,0.97573032518099,0.01067,4.294025,FALSE,77,0,0.605
"365","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_41106",4,24612015,0.975898414728101,0.010595,4.294025,FALSE,77,0,0.605
"366","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_24535",12,59370296,0.977816824458342,0.009742,4.294025,FALSE,77,0,0.605
"367","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_4415",1,66521392,0.978024916787628,0.00965,4.294025,FALSE,77,0,0.605
"368","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_8763",8,59114829,0.97986587508792,0.008833,4.294025,FALSE,77,0,0.605
"369","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10855",7,9419615,0.983113920751136,0.007396,4.294025,FALSE,77,0,0.605
"370","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_38551",2,45126593,0.985760941707632,0.006228,4.294025,FALSE,77,0,0.605
"371","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_57254",3,52006651,0.990948440822907,0.003949,4.294025,FALSE,77,0,0.605
"372","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_4480",7,41477431,0.99443878093717,0.002422,4.294025,FALSE,77,0,0.605
"373","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10751",4,56641710,0.998301775358594,0.000738,4.294025,FALSE,77,0,0.605
"374","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_52705",1,9095574,0.012164597139214,1.914902,4.294025,FALSE,75,0,0.605
"375","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_13289",1,6218981,0.0982394642014049,1.007714,4.294025,FALSE,75,0,0.605
"376","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_56125",1,6012003,0.217084461323547,0.663371,4.294025,FALSE,75,0,0.605
"377","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_21078",1,2530170,0.239404692031988,0.620867,4.294025,FALSE,75,0,0.605
"378","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_45064",1,6216570,0.249939208122736,0.602166,4.294025,FALSE,75,0,0.605
"379","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_5791",0,50645925,0.407148191839473,0.390247,4.294025,FALSE,75,0,0.605
"380","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6083",1,3931983,0.418510558846099,0.378294,4.294025,FALSE,75,0,0.605
"381","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_32338",1,11071180,0.593802843920904,0.226358,4.294025,FALSE,75,0,0.605
"382","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_50011",1,8067563,0.657277159749948,0.182251,4.294025,FALSE,75,0,0.605
"383","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_2653",1,60377775,0.69602796423646,0.157373,4.294025,FALSE,75,0,0.605
"384","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_14664",1,33716089,0.738994931958405,0.131359,4.294025,FALSE,75,0,0.605
"385","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27900",1,7184764,0.780587097095794,0.107579,4.294025,FALSE,75,0,0.605
"386","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54353",1,27651127,0.804976726696056,0.094217,4.294025,FALSE,75,0,0.605
"387","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_2721",1,59794591,0.810884603052103,0.091041,4.294025,FALSE,75,0,0.605
"388","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27878",1,6952900,0.884021983424395,0.053537,4.294025,FALSE,75,0,0.605
"389","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11025",0,338366,0.925866814359427,0.033451,4.294025,FALSE,75,0,0.605
"390","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_48549",1,57016909,0.947760855920172,0.023301,4.294025,FALSE,75,0,0.605
"391","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_37599",0,18966090,0.980030162619659,0.008761,4.294025,FALSE,75,0,0.605
"392","CPBrote",0.516,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_49758",1,33719340,0.990878564867314,0.00398,4.294025,FALSE,75,0,0.605
"393","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_50502",1,79430026,0.000136124030789158,3.866065,4.294025,FALSE,74,0,0.605
"394","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_8186",7,3086913,0.000159950897336087,3.796013,4.294025,FALSE,74,0,0.605
"395","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_49128",5,50692345,0.000245811206900926,3.609398,4.294025,FALSE,74,0,0.605
"396","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_46101",7,683354,0.000248702145100599,3.60432,4.294025,FALSE,74,0,0.605
"397","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_5286",1,76372197,0.000262934562311912,3.580152,4.294025,FALSE,74,0,0.605
"398","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7268",2,40858023,0.00033910512988786,3.469666,4.294025,FALSE,74,0,0.605
"399","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_14271",8,44057768,0.00065204089996998,3.185725,4.294025,FALSE,74,0,0.605
"400","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_50483",1,79377949,0.000963472649498719,3.016161,4.294025,FALSE,74,0,0.605
"401","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_4359",11,37615241,0.00104925956375224,2.979117,4.294025,FALSE,74,0,0.605
"402","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_51053",8,48717743,0.00111970180341809,2.950898,4.294025,FALSE,74,0,0.605
"403","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_8131",6,46308306,0.00152631498843393,2.816356,4.294025,FALSE,74,0,0.605
"404","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_50301",5,4944867,0.00288761004672222,2.539461,4.294025,FALSE,74,0,0.605
"405","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27054",9,59478453,0.00333251009840625,2.477229,4.294025,FALSE,74,0,0.605
"406","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_14613",6,58888549,0.00342077439785651,2.465876,4.294025,FALSE,74,0,0.605
"407","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_33516",5,1521999,0.00534086325580564,2.272389,4.294025,FALSE,74,0,0.605
"408","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_41210",6,57059584,0.00535526475243617,2.271219,4.294025,FALSE,74,0,0.605
"409","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_41189",6,57113533,0.00593582957669378,2.226519,4.294025,FALSE,74,0,0.605
"410","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_23841",5,792211,0.0112272113494436,1.949728,4.294025,FALSE,74,0,0.605
"411","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11991",10,48022954,0.0147475900818528,1.831279,4.294025,FALSE,74,0,0.605
"412","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_32710",8,1929390,0.0158718199472071,1.799373,4.294025,FALSE,74,0,0.605
"413","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_22890",2,40361097,0.0441710403251057,1.354862,4.294025,FALSE,74,0,0.605
"414","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_49313",11,10087686,0.048820062367177,1.311402,4.294025,FALSE,74,0,0.605
"415","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_21336",12,45222523,0.0530495122646039,1.275319,4.294025,FALSE,74,0,0.605
"416","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54586",13,40041030,0.06243183534345,1.204594,4.294025,FALSE,74,0,0.605
"417","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_16679",3,39432881,0.0637724891904038,1.195367,4.294025,FALSE,74,0,0.605
"418","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_13653",1,66752649,0.0801060956055419,1.096334,4.294025,FALSE,74,0,0.605
"419","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_8297",8,56271218,0.0852985005186093,1.069059,4.294025,FALSE,74,0,0.605
"420","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_41108",2,17264244,0.0888713381075554,1.051238,4.294025,FALSE,74,0,0.605
"421","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27452",8,2673851,0.0950774612178319,1.021922,4.294025,FALSE,74,0,0.605
"422","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7341",2,40354529,0.0974568310540305,1.011188,4.294025,FALSE,74,0,0.605
"423","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14470",1,67170630,0.107379234086293,0.96908,4.294025,FALSE,74,0,0.605
"424","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_43243",9,64036046,0.110673095007389,0.955958,4.294025,FALSE,74,0,0.605
"425","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_26211",7,2784402,0.112458237452959,0.949009,4.294025,FALSE,74,0,0.605
"426","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_38405",1,63687206,0.113674159201397,0.944338,4.294025,FALSE,74,0,0.605
"427","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_18503",3,54445632,0.118280587492669,0.927087,4.294025,FALSE,74,0,0.605
"428","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_20273",3,43423506,0.123298842951186,0.909041,4.294025,FALSE,74,0,0.605
"429","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10109",6,50075237,0.126661559531044,0.897355,4.294025,FALSE,74,0,0.605
"430","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_3458",4,68952738,0.127965864435147,0.892906,4.294025,FALSE,74,0,0.605
"431","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_10566",4,68868932,0.128139098547715,0.892318,4.294025,FALSE,74,0,0.605
"432","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_10548",4,68936042,0.128139098547735,0.892318,4.294025,FALSE,74,0,0.605
"433","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_10547",4,68936401,0.128139098547735,0.892318,4.294025,FALSE,74,0,0.605
"434","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_26403",3,55144123,0.12902291947304,0.889333,4.294025,FALSE,74,0,0.605
"435","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_18502",3,54445511,0.129830854530421,0.886622,4.294025,FALSE,74,0,0.605
"436","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_18507",3,54446576,0.129830854530421,0.886622,4.294025,FALSE,74,0,0.605
"437","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_15547",3,54533489,0.129830854530421,0.886622,4.294025,FALSE,74,0,0.605
"438","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_41223",6,56976417,0.130058750854163,0.88586,4.294025,FALSE,74,0,0.605
"439","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12178",9,60291974,0.133788819061822,0.87358,4.294025,FALSE,74,0,0.605
"440","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_26167",7,2574464,0.134411136368236,0.871565,4.294025,FALSE,74,0,0.605
"441","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_1020",9,374030,0.134845907790895,0.870162,4.294025,FALSE,74,0,0.605
"442","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_4200",9,37679162,0.144197897844588,0.841041,4.294025,FALSE,74,0,0.605
"443","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_4910",1,83816270,0.145450835243637,0.837284,4.294025,FALSE,74,0,0.605
"444","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_5006",5,45902202,0.149517056008343,0.825309,4.294025,FALSE,74,0,0.605
"445","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_8659",6,56414140,0.150683337693381,0.821935,4.294025,FALSE,74,0,0.605
"446","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_5254",1,75968172,0.154949630340222,0.809809,4.294025,FALSE,74,0,0.605
"447","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_57401",9,47335903,0.162263564976363,0.789779,4.294025,FALSE,74,0,0.605
"448","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_36818",7,3301705,0.180848297848377,0.742686,4.294025,FALSE,74,0,0.605
"449","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_24653",12,53396597,0.18271405710098,0.738228,4.294025,FALSE,74,0,0.605
"450","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_55240",5,52535071,0.186977783510597,0.72821,4.294025,FALSE,74,0,0.605
"451","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_9172",6,58479664,0.188050900400291,0.725725,4.294025,FALSE,74,0,0.605
"452","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6294",1,74404151,0.190396806781947,0.72034,4.294025,FALSE,74,0,0.605
"453","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_26165",7,2573198,0.194949148882695,0.710079,4.294025,FALSE,74,0,0.605
"454","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10295",10,54060635,0.208033615705485,0.681866,4.294025,FALSE,74,0,0.605
"455","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_15485",7,6050843,0.208858230421294,0.680148,4.294025,FALSE,74,0,0.605
"456","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_48385",3,38867697,0.21014254484872,0.677486,4.294025,FALSE,74,0,0.605
"457","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_50391",2,33624476,0.213705076207986,0.670185,4.294025,FALSE,74,0,0.605
"458","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_12597",7,54072918,0.215401822948079,0.666751,4.294025,FALSE,74,0,0.605
"459","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10762",4,56671441,0.216441207872804,0.66466,4.294025,FALSE,74,0,0.605
"460","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_23593",4,1344485,0.217319480133069,0.662901,4.294025,FALSE,74,0,0.605
"461","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14731",1,86671954,0.220079574268563,0.65742,4.294025,FALSE,74,0,0.605
"462","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_53380",1,71560862,0.2211329486062,0.655347,4.294025,FALSE,74,0,0.605
"463","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_8164",7,2556923,0.224777473413765,0.648247,4.294025,FALSE,74,0,0.605
"464","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_2178",8,32200811,0.227961970564248,0.642138,4.294025,FALSE,74,0,0.605
"465","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_47087",5,13872569,0.228224950063154,0.641637,4.294025,FALSE,74,0,0.605
"466","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10836",7,1430780,0.232867254944405,0.632892,4.294025,FALSE,74,0,0.605
"467","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_12956",4,66207434,0.233785993855848,0.631182,4.294025,FALSE,74,0,0.605
"468","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_7565",2,39094039,0.243991110766342,0.612626,4.294025,FALSE,74,0,0.605
"469","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_53075",1,86188739,0.256895086166353,0.590244,4.294025,FALSE,74,0,0.605
"470","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_53068",1,86202323,0.264607117172924,0.577398,4.294025,FALSE,74,0,0.605
"471","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_31180",6,49344957,0.268916821198472,0.570382,4.294025,FALSE,74,0,0.605
"472","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_17581",3,48703141,0.26900357609328,0.570242,4.294025,FALSE,74,0,0.605
"473","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_49812",11,39731161,0.269685907565965,0.569142,4.294025,FALSE,74,0,0.605
"474","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11626",4,2496253,0.272407289363225,0.564781,4.294025,FALSE,74,0,0.605
"475","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_7241",1,80280315,0.273027415024946,0.563794,4.294025,FALSE,74,0,0.605
"476","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_4799",1,86886038,0.27447323945598,0.5615,4.294025,FALSE,74,0,0.605
"477","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_1108",10,2252418,0.279723179108185,0.553272,4.294025,FALSE,74,0,0.605
"478","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_36599",6,31949788,0.28018572932453,0.552554,4.294025,FALSE,74,0,0.605
"479","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12234",10,60460277,0.286334689460287,0.543126,4.294025,FALSE,74,0,0.605
"480","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11722",4,8703882,0.288025170679738,0.54057,4.294025,FALSE,74,0,0.605
"481","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_46603",3,42455195,0.289392230182014,0.538513,4.294025,FALSE,74,0,0.605
"482","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_37626",6,37864672,0.291112618796981,0.535939,4.294025,FALSE,74,0,0.605
"483","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_23251",12,7260153,0.299530392175776,0.523559,4.294025,FALSE,74,0,0.605
"484","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_5759",1,71115461,0.303963741755048,0.517178,4.294025,FALSE,74,0,0.605
"485","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_39624",4,8780359,0.305155236977949,0.515479,4.294025,FALSE,74,0,0.605
"486","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10494",2,35786299,0.306195183967655,0.514002,4.294025,FALSE,74,0,0.605
"487","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_12976",4,66094837,0.308157383570104,0.511227,4.294025,FALSE,74,0,0.605
"488","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_33386",8,43803670,0.312918615238918,0.504569,4.294025,FALSE,74,0,0.605
"489","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_44712",11,476288,0.314013851820917,0.503051,4.294025,FALSE,74,0,0.605
"490","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_86",3,57084701,0.318198100327885,0.497302,4.294025,FALSE,74,0,0.605
"491","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6937",9,60883822,0.321999014213318,0.492145,4.294025,FALSE,74,0,0.605
"492","CPBrote",0.515,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11670",4,61096003,0.323610875212099,0.489977,4.294025,FALSE,74,0,0.605
