"BASE","GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_52070",5,1913182,0.0397069324903668,1.401134,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_29282",8,21522650,0.0421527314501093,1.375174,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_2319",9,34137871,0.0426359334961743,1.370224,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_1486",9,30657636,0.0426359334961743,1.370224,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_1493",9,31891968,0.0426359334961743,1.370224,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_680",9,36710610,0.0426359334961743,1.370224,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_681",9,36710524,0.0426359334961743,1.370224,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_8431",5,52989126,0.0442516972208454,1.35407,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_54060",6,48580498,0.0443632867985018,1.352976,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_14639",9,56854898,0.0452239382156491,1.344632,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_10457",7,50710645,0.0452849605904207,1.344046,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_449",9,18550286,0.0465385345653029,1.332187,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_10617",4,68743219,0.0473415133244754,1.324758,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_3793",5,3721408,0.0521352156332498,1.282869,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_4480",7,41477431,0.0591061656546992,1.228367,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_53273",11,10339933,0.0595411926715473,1.225182,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_36882",7,3150451,0.059855427104098,1.222896,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_14640",9,56854945,0.0613706331180785,1.212039,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_11290",1,87792873,0.070994735718841,1.148774,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_52053",5,20212269,0.0720011286217988,1.142661,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_32467",12,5980197,0.0732323350714823,1.135297,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_5560",8,57530640,0.0734258029402736,1.134151,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_35411",9,5445375,0.0768212715164014,1.114519,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_15684",5,1135681,0.0777263855897472,1.109432,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_12953",4,66208806,0.0835639215235682,1.077981,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_35944",4,67811114,0.0925194301685434,1.033767,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_3497",4,68769666,0.094108249604538,1.026372,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_323",3,56043711,0.105808674251664,0.975479,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_26008",7,51201220,0.105911818358202,0.975056,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_12789",9,52720097,0.107802368930719,0.967372,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_11479",4,7767497,0.113226426089599,0.946052,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_4604",1,75196506,0.117144624940827,0.931278,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_7549",2,39073865,0.125093389498018,0.902766,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_10461",7,50712754,0.129089037865841,0.889111,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_27961",12,55744163,0.138359425797522,0.858991,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_8763",8,59114829,0.142490194130841,0.846215,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_24535",12,59370296,0.143739677452209,0.842423,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_32415",2,21642493,0.146341738727361,0.834632,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_35053",7,50789995,0.149871133777092,0.824282,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_7430",2,28963745,0.152350649995067,0.817156,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_3747",11,41925342,0.158866479921214,0.798968,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_6749",4,62367580,0.160093777085706,0.795626,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_12955",4,66207542,0.162776051578618,0.788409,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_12957",4,66207413,0.162776051578618,0.788409,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_24536",12,59370389,0.163993653338176,0.785173,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_40745",12,47362541,0.164807498449748,0.783023,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_43588",7,4257126,0.166863566429558,0.777638,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_11679",10,44620849,0.177614793292693,0.750521,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_16258",4,11641080,0.178407809489244,0.748586,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_55199",2,33572556,0.182264440168286,0.739298,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_12339",2,26161388,0.187695530273091,0.726546,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_28580",8,50583825,0.191500225255751,0.717831,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_22205",11,42339943,0.192648562341195,0.715234,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_216",9,36014044,0.196522689988606,0.706587,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_6748",4,62391020,0.201839051318447,0.694995,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_4165",9,3915451,0.202000551584437,0.694647,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_325",3,56043155,0.204642342362251,0.689005,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_40858",9,58867551,0.210266131292626,0.677231,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_4847",2,43151687,0.211421997734827,0.67485,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_31443",11,36343786,0.213478963427334,0.670645,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_36053",4,56746443,0.214854193319955,0.667856,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_41396",10,46825111,0.215212905574534,0.667132,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_44804",9,53326789,0.215243618255971,0.66707,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_28521",8,50650372,0.215861493252354,0.665825,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_34203",11,46398899,0.220828238855359,0.655945,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_12958",4,66207275,0.221880017467741,0.653882,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_17060",8,57530334,0.22739348025715,0.643222,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_27268",2,42001161,0.227642977707661,0.642746,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_2405",7,10251717,0.229042730846969,0.640083,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_52069",5,1907418,0.231002451381625,0.636383,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_10798",4,68309247,0.231508224231468,0.635434,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_39080",9,1248777,0.237681948273648,0.624004,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_7139",3,37346461,0.246642401989417,0.607932,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_6185",11,4232240,0.251555582025246,0.599366,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_45886",9,53718180,0.25184203852798,0.598872,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_57257",3,52006963,0.252089344070234,0.598446,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_4319",11,1240937,0.254601811693934,0.594139,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_7040",6,53910471,0.265767405794361,0.575498,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_7964",2,38139240,0.267245585689137,0.573089,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_34017",4,67147687,0.274192010215815,0.561945,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_48810",4,53315344,0.275921535769975,0.559214,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_16718",4,47529897,0.28101814011034,0.551266,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_5656",1,71751985,0.28149793448436,0.550525,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_37329",6,55682080,0.28359787927516,0.547297,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_10563",4,68870646,0.285109344281618,0.544989,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_3894",1,72533658,0.286557639266837,0.542788,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_45256",10,59057591,0.287227670603754,0.541774,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_7958",12,3837083,0.291276081826566,0.535695,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_12786",9,52719060,0.295176946529501,0.529918,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_25219",7,48611027,0.295635732409831,0.529243,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_27003",9,59671840,0.296718668401071,0.527655,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_34958",4,56187339,0.297200807077197,0.52695,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_44335",8,42832139,0.299134847427005,0.524133,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_3962",9,4652421,0.303922056068183,0.517238,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_11356",4,58789793,0.313689888391149,0.503499,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_52887",4,55044845,0.314110179101357,0.502918,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_40699",12,53644230,0.317113775098698,0.498785,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_53998",9,57846815,0.320382021484923,0.494332,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_31359",4,41356423,0.320652868838812,0.493965,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_28641",8,50613642,0.322049477104604,0.492077,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_45603",10,48971709,0.323279527267128,0.490422,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_14442",4,48648958,0.334839026304695,0.475164,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_4415",1,66521392,0.340775862365906,0.467531,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_38274",10,44206770,0.341548512587055,0.466548,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_56726",8,54701702,0.347888036620929,0.458561,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_43748",4,61552296,0.348379128240527,0.457948,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_32400",2,21485979,0.348382373682151,0.457944,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_23832",5,783100,0.351392444494089,0.454208,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_1323",11,41159413,0.361222251711322,0.442226,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_37472",4,59695907,0.36132682808608,0.4421,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_34202",11,46398893,0.36272326745936,0.440425,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_29981",9,62190862,0.363692057884663,0.439266,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_12945",4,55649379,0.370044353713454,0.431746,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_46708",7,4607422,0.373879197167678,0.427269,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_5295",1,75994884,0.375841616687559,0.424995,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_19537",9,45335256,0.382100976493827,0.417822,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_3146",6,5211425,0.382660789148898,0.417186,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_513",7,37737782,0.396711735761484,0.401525,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_14683",11,39617992,0.399635383451679,0.398336,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_27563",6,3628154,0.410017532685982,0.387198,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_13671",1,66548104,0.420341947113654,0.376397,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_16459",9,56104281,0.423436189971901,0.373212,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_36833",7,3330903,0.429257718546625,0.367282,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_23254",12,7260563,0.439768568835373,0.356776,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_26296",7,2496733,0.44052064854707,0.356034,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_35592",6,30107444,0.44317554584603,0.353424,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_14274",1,75053929,0.44561100478598,0.351044,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_23739",5,487268,0.456782602121131,0.34029,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_23740",5,487360,0.456782602121131,0.34029,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_38938",2,26500723,0.459948354654314,0.337291,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_52057",5,20205444,0.46169113736593,0.335648,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_41106",4,24612015,0.466568358481255,0.331085,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_21682",2,24387770,0.46985413786061,0.328037,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_33892",6,49952539,0.479847693178689,0.318897,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_6758",4,62263846,0.491643055794088,0.30835,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_29767",10,57277910,0.491898673917015,0.308124,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_15530",10,56158687,0.501813507864788,0.299458,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_26509",9,46988850,0.503936733225157,0.297624,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_167",3,23274682,0.509992956370225,0.292436,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_25560",3,46842107,0.518047314168157,0.285631,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_39342",4,61680075,0.523043296961539,0.281462,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_5774",6,50572507,0.523061381445974,0.281447,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_10751",4,56641710,0.524681466109981,0.280104,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_164",3,58031464,0.52554085666572,0.279394,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_16470",6,43205349,0.527430573219347,0.277835,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_10855",7,9419615,0.52764505622399,0.277658,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_16274",9,48595830,0.527813359820532,0.27752,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_25216",7,48573383,0.528083218004614,0.277298,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_7622",5,489125,0.533738578326489,0.272671,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_42475",5,52353892,0.534338163821099,0.272184,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_36714",6,5921332,0.538587253739446,0.268744,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_39848",4,49170296,0.539717342335857,0.267834,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_50394",2,33594764,0.544959329002112,0.263636,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_12802",9,54297084,0.546069710886877,0.262752,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_19135",8,54844010,0.548362691017463,0.260932,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_38556",4,63682892,0.55466539373637,0.255969,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_11391",4,58844620,0.562952305374965,0.249528,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_11458",2,45124973,0.567811690840831,0.245796,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c1_9027",10,56953687,0.569580130662279,0.244445,4.896857,FALSE,77,0,0.94
"CSBrote",0.753,"CSBrote.H",0.708,"GAPIT","additive",0.94,"c2_54335",4,56277376,0.573408941513545,0.241536,4.896857,FALSE,77,0,0.94
"CSBrote",0.864,"CSBrote.L",0.867,"GAPIT","additive",0.858,"c2_21934",4,5765944,2.39738936315418e-08,7.620261,4.896857,TRUE,51,1,0.858
"CSBrote",0.86,"CSBrote.L",0.867,"GAPIT","additive",0.858,"c2_51974",8,2472934,3.60761234029869e-07,6.44278,4.896857,TRUE,48,1,0.858
"CSBrote",0.701,"CSBrote.L",0.705,"GWASpoly","additive",0.864,"c2_55012",1,5654532,0.0549540873857625,1.26,4.9,FALSE,78,0,0.864
"CSBrote",0.701,"CSBrote.L",0.705,"GWASpoly","additive",0.864,"c1_8619",1,7252495,0.0851138038202376,1.07,4.9,FALSE,78,0,0.864
"CSBrote",0.701,"CSBrote.L",0.705,"GWASpoly","additive",0.864,"c2_686",1,14805485,0.0891250938133746,1.05,4.9,FALSE,78,0,0.864
"CSBrote",0.701,"CSBrote.L",0.705,"GWASpoly","additive",0.864,"c2_54797",1,992483,0.114815362149688,0.94,4.9,FALSE,78,0,0.864
"CSBrote",0.701,"CSBrote.L",0.705,"GWASpoly","additive",0.864,"c2_49042",1,10922797,0.120226443461741,0.92,4.9,FALSE,78,0,0.864
"CSBrote",0.701,"CSBrote.L",0.705,"GWASpoly","additive",0.864,"c2_27903",1,7192782,0.138038426460288,0.86,4.9,FALSE,78,0,0.864
"CSBrote",0.701,"CSBrote.L",0.705,"GWASpoly","additive",0.864,"c2_45071",1,6103001,0.208929613085404,0.68,4.9,FALSE,78,0,0.864
